idx,char,examples,distractors,batch,category,meanings,radical,components,complexity,retired
264,自,"[{""idx"": 123}, {""idx"": 377}, {""idx"": 376}]","[{""word"": ""自肉"", ""reading"": ""じにく"", ""meaning"": ""(non-word)""}, {""word"": ""自茶"", ""reading"": ""じちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""自油"", ""reading"": ""じゆ"", ""meaning"": ""(non-word)""}]",4,Function Words,oneself,自,自 目,6,false
265,葉,"[{""idx"": 259}, {""idx"": 797}, {""idx"": 787}]","[{""word"": ""葉肉"", ""reading"": ""ようにく"", ""meaning"": ""(non-word)""}, {""word"": ""葉茶"", ""reading"": ""ようちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""葉油"", ""reading"": ""ようゆ"", ""meaning"": ""(non-word)""}]",4,Nature,leaf; plane; lobe; needle; blade; spear; counter for flat things; fragment; piece,艸,木 世 艹,12,false
266,乗,"[{""idx"": 798}, {""idx"": 799}, {""idx"": 800}]","[{""word"": ""乗肉"", ""reading"": ""じょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""乗茶"", ""reading"": ""じょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""乗油"", ""reading"": ""じょうゆ"", ""meaning"": ""(non-word)""}]",4,Transport,ride; power; multiplication; record; counter for vehicles; board; mount; join,丿,｜ ノ 一 禾 ハ,9,false
267,供,"[{""idx"": 161}]","[{""word"": ""供肉"", ""reading"": ""きょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""供茶"", ""reading"": ""きょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""供油"", ""reading"": ""きょうゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,submit; offer; present; serve (meal); accompany,人,｜ 一 亻 二 ハ,8,false
268,社,"[{""idx"": 613}, {""idx"": 322}]","[{""word"": ""社肉"", ""reading"": ""しゃにく"", ""meaning"": ""(non-word)""}, {""word"": ""社茶"", ""reading"": ""しゃちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""社油"", ""reading"": ""しゃゆ"", ""meaning"": ""(non-word)""}]",4,City,company; firm; office; association; shrine,示,土 礻,7,false
269,者,"[{""idx"": 775}, {""idx"": 801}]","[{""word"": ""者肉"", ""reading"": ""しゃにく"", ""meaning"": ""(non-word)""}, {""word"": ""者茶"", ""reading"": ""しゃちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""者油"", ""reading"": ""しゃゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,someone; person,老,日 耂,8,false
270,親,"[{""idx"": 490}, {""idx"": 802}, {""idx"": 803}, {""idx"": 177}]","[{""word"": ""親肉"", ""reading"": ""しんにく"", ""meaning"": ""(non-word)""}, {""word"": ""親茶"", ""reading"": ""しんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""親油"", ""reading"": ""しんゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,parent; intimacy; relative; familiarity; dealer (cards),見,見 辛 丷 木 立 亠,16,false
271,予,"[{""idx"": 499}, {""idx"": 660}]","[{""word"": ""予肉"", ""reading"": ""よにく"", ""meaning"": ""(non-word)""}, {""word"": ""予茶"", ""reading"": ""よちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""予油"", ""reading"": ""よゆ"", ""meaning"": ""(non-word)""}]",4,Time,beforehand; previous; myself; I,亅,マ 一 亅,4,false
272,当,"[{""idx"": 302}, {""idx"": 804}]","[{""word"": ""当肉"", ""reading"": ""とうにく"", ""meaning"": ""(non-word)""}, {""word"": ""当茶"", ""reading"": ""とうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""当油"", ""reading"": ""とうゆ"", ""meaning"": ""(non-word)""}]",4,Function Words,hit; right; appropriate; himself,彐,ヨ ⺌,6,false
273,彼,"[{""idx"": 805}, {""idx"": 158}, {""idx"": 806}]","[{""word"": ""彼肉"", ""reading"": ""ひにく"", ""meaning"": ""(non-word)""}, {""word"": ""彼茶"", ""reading"": ""ひちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""彼油"", ""reading"": ""ひゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,he; that; the,彳,皮 又 彳,8,false
274,族,"[{""idx"": 228}, {""idx"": 807}]","[{""word"": ""族肉"", ""reading"": ""ぞくにく"", ""meaning"": ""(non-word)""}, {""word"": ""族茶"", ""reading"": ""ぞくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""族油"", ""reading"": ""ぞくゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,tribe; family,方,方 矢 𠂉,11,false
275,昨,"[{""idx"": 808}, {""idx"": 809}, {""idx"": 810}]","[{""word"": ""昨肉"", ""reading"": ""さくにく"", ""meaning"": ""(non-word)""}, {""word"": ""昨茶"", ""reading"": ""さくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""昨油"", ""reading"": ""さくゆ"", ""meaning"": ""(non-word)""}]",4,Time,yesterday; previous,日,｜ ノ 日,9,false
276,束,"[{""idx"": 498}, {""idx"": 811}]","[{""word"": ""束肉"", ""reading"": ""そくにく"", ""meaning"": ""(non-word)""}, {""word"": ""束茶"", ""reading"": ""そくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""束油"", ""reading"": ""そくゆ"", ""meaning"": ""(non-word)""}]",4,Actions,bundle; sheaf; ream; tie in bundles; govern; manage; control,木,｜ 一 口 ハ 木,7,false
277,械,"[{""idx"": 426}]","[{""word"": ""械肉"", ""reading"": ""かいにく"", ""meaning"": ""(non-word)""}, {""word"": ""械茶"", ""reading"": ""かいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""械油"", ""reading"": ""かいゆ"", ""meaning"": ""(non-word)""}]",4,Transport,contraption; fetter; machine; instrument,木,木 廾 戈,11,false
278,民,"[{""idx"": 435}, {""idx"": 812}, {""idx"": 813}]","[{""word"": ""民肉"", ""reading"": ""みんにく"", ""meaning"": ""(non-word)""}, {""word"": ""民茶"", ""reading"": ""みんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""民油"", ""reading"": ""みんゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,people; nation; subjects,氏,口 氏 尸,5,false
279,法,"[{""idx"": 454}, {""idx"": 814}]","[{""word"": ""法肉"", ""reading"": ""ほうにく"", ""meaning"": ""(non-word)""}, {""word"": ""法茶"", ""reading"": ""ほうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""法油"", ""reading"": ""ほうゆ"", ""meaning"": ""(non-word)""}]",4,Learning,method; law; rule; principle; model; system,水,氵 土 厶,8,false
280,港,"[{""idx"": 770}, {""idx"": 815}]","[{""word"": ""港肉"", ""reading"": ""こうにく"", ""meaning"": ""(non-word)""}, {""word"": ""港茶"", ""reading"": ""こうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""港油"", ""reading"": ""こうゆ"", ""meaning"": ""(non-word)""}]",4,Transport,harbor,水,氵 ハ 已 井,12,false
281,祖,"[{""idx"": 174}, {""idx"": 178}, {""idx"": 816}]","[{""word"": ""祖肉"", ""reading"": ""そにく"", ""meaning"": ""(non-word)""}, {""word"": ""祖茶"", ""reading"": ""そちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""祖油"", ""reading"": ""そゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,ancestor; pioneer; founder,示,一 目 礻,9,false
282,符,"[{""idx"": 431}, {""idx"": 817}]","[{""word"": ""符肉"", ""reading"": ""ふにく"", ""meaning"": ""(non-word)""}, {""word"": ""符茶"", ""reading"": ""ふちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""符油"", ""reading"": ""ふゆ"", ""meaning"": ""(non-word)""}]",4,Transport,token; sign; mark; tally; charm,竹,亻 寸 竹 𠂉,11,false
283,舎,"[{""idx"": 761}, {""idx"": 818}]","[{""word"": ""舎肉"", ""reading"": ""しゃにく"", ""meaning"": ""(non-word)""}, {""word"": ""舎茶"", ""reading"": ""しゃちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""舎油"", ""reading"": ""しゃゆ"", ""meaning"": ""(non-word)""}]",4,City,cottage; inn; hut; house; mansion,人,口 土 𠆢,8,false
284,花,"[{""idx"": 819}, {""idx"": 248}, {""idx"": 93}]","[{""word"": ""花肉"", ""reading"": ""かにく"", ""meaning"": ""(non-word)""}, {""word"": ""花茶"", ""reading"": ""かちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""花油"", ""reading"": ""かゆ"", ""meaning"": ""(non-word)""}]",4,Nature,flower,艸,亻 匕 艹,7,false
285,術,"[{""idx"": 397}, {""idx"": 820}]","[{""word"": ""術肉"", ""reading"": ""じゅつにく"", ""meaning"": ""(non-word)""}, {""word"": ""術茶"", ""reading"": ""じゅつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""術油"", ""reading"": ""じゅつゆ"", ""meaning"": ""(non-word)""}]",4,Learning,art; technique; skill; means; trick; resources; magic,行,行 十 丶 彳 木,11,false
286,解,"[{""idx"": 724}, {""idx"": 821}, {""idx"": 822}]","[{""word"": ""解肉"", ""reading"": ""かいにく"", ""meaning"": ""(non-word)""}, {""word"": ""解茶"", ""reading"": ""かいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""解油"", ""reading"": ""かいゆ"", ""meaning"": ""(non-word)""}]",4,Learning,unravel; notes; key; explanation; understanding; untie; undo; solve; answer; cancel; absolve; explain; minute,角,角 牛 刀,13,false
287,説,"[{""idx"": 702}, {""idx"": 202}]","[{""word"": ""説肉"", ""reading"": ""せつにく"", ""meaning"": ""(non-word)""}, {""word"": ""説茶"", ""reading"": ""せつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""説油"", ""reading"": ""せつゆ"", ""meaning"": ""(non-word)""}]",4,Learning,opinion; theory; explanation; rumor,言,言 口 丷 儿,14,false
288,面,"[{""idx"": 389}, {""idx"": 823}]","[{""word"": ""面肉"", ""reading"": ""めんにく"", ""meaning"": ""(non-word)""}, {""word"": ""面茶"", ""reading"": ""めんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""面油"", ""reading"": ""めんゆ"", ""meaning"": ""(non-word)""}]",4,Descriptives,mask; face; features; surface,面,面,9,false
289,音,"[{""idx"": 824}, {""idx"": 783}, {""idx"": 864}, {""idx"": 902}]","[{""word"": ""音肉"", ""reading"": ""おんにく"", ""meaning"": ""(non-word)""}, {""word"": ""音茶"", ""reading"": ""おんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""音油"", ""reading"": ""おんゆ"", ""meaning"": ""(non-word)""}]",4,Learning,sound; noise,音,音 日 立,9,false
290,力,"[{""idx"": 825}, {""idx"": 577}, {""idx"": 826}]","[{""word"": ""力肉"", ""reading"": ""りきにく"", ""meaning"": ""(non-word)""}, {""word"": ""力茶"", ""reading"": ""りきちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""力油"", ""reading"": ""りきゆ"", ""meaning"": ""(non-word)""}]",5,Body,power; strength; strong; strain; bear up; exert,力,力,2,false
291,計,"[{""idx"": 121}, {""idx"": 827}, {""idx"": 828}]","[{""word"": ""計肉"", ""reading"": ""けいにく"", ""meaning"": ""(non-word)""}, {""word"": ""計茶"", ""reading"": ""けいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""計油"", ""reading"": ""けいゆ"", ""meaning"": ""(non-word)""}]",5,Learning,plot; plan; scheme; measure,言,言 十,9,false
292,台,"[{""idx"": 458}, {""idx"": 829}]","[{""word"": ""台肉"", ""reading"": ""だいにく"", ""meaning"": ""(non-word)""}, {""word"": ""台茶"", ""reading"": ""だいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""台油"", ""reading"": ""だいゆ"", ""meaning"": ""(non-word)""}]",5,Dining,pedestal; a stand; counter for machines and vehicles,口,口 厶,5,false
293,映,"[{""idx"": 830}, {""idx"": 735}, {""idx"": 831}]","[{""word"": ""映肉"", ""reading"": ""えいにく"", ""meaning"": ""(non-word)""}, {""word"": ""映茶"", ""reading"": ""えいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""映油"", ""reading"": ""えいゆ"", ""meaning"": ""(non-word)""}]",5,City,reflect; reflection; projection,日,ノ 日 大 冖,9,false
294,画,"[{""idx"": 830}, {""idx"": 832}, {""idx"": 827}]","[{""word"": ""画肉"", ""reading"": ""がにく"", ""meaning"": ""(non-word)""}, {""word"": ""画茶"", ""reading"": ""がちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""画油"", ""reading"": ""がゆ"", ""meaning"": ""(non-word)""}]",5,Learning,brush-stroke; picture,田,一 田 凵,8,false
295,風,"[{""idx"": 833}, {""idx"": 829}, {""idx"": 421}]","[{""word"": ""風肉"", ""reading"": ""ふうにく"", ""meaning"": ""(non-word)""}, {""word"": ""風茶"", ""reading"": ""ふうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""風油"", ""reading"": ""ふうゆ"", ""meaning"": ""(non-word)""}]",5,Nature,wind; air; style; manner,風,風 几 虫 ノ,9,false
296,黒,"[{""idx"": 834}, {""idx"": 835}, {""idx"": 836}]","[{""word"": ""黒肉"", ""reading"": ""こくにく"", ""meaning"": ""(non-word)""}, {""word"": ""黒茶"", ""reading"": ""こくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""黒油"", ""reading"": ""こくゆ"", ""meaning"": ""(non-word)""}]",5,Descriptives,black,黑,黒 里 灬,11,false
297,服,"[{""idx"": 837}, {""idx"": 773}]","[{""word"": ""服肉"", ""reading"": ""ふくにく"", ""meaning"": ""(non-word)""}, {""word"": ""服茶"", ""reading"": ""ふくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""服油"", ""reading"": ""ふくゆ"", ""meaning"": ""(non-word)""}]",5,Shopping,clothing; admit; obey; discharge,月,月 又 卩,8,false
298,働,"[{""idx"": 838}, {""idx"": 839}]","[{""word"": ""働肉"", ""reading"": ""どうにく"", ""meaning"": ""(non-word)""}, {""word"": ""働茶"", ""reading"": ""どうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""働油"", ""reading"": ""どうゆ"", ""meaning"": ""(non-word)""}]",5,Actions,work; (kokuji),人,｜ 一 亻 力 日 ノ,13,false
299,番,"[{""idx"": 840}, {""idx"": 841}, {""idx"": 842}]","[{""word"": ""番肉"", ""reading"": ""ばんにく"", ""meaning"": ""(non-word)""}, {""word"": ""番茶"", ""reading"": ""ばんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""番油"", ""reading"": ""ばんゆ"", ""meaning"": ""(non-word)""}]",5,Numbers,turn; number in a series,田,田 釆 米,12,false
300,決,"[{""idx"": 843}, {""idx"": 844}, {""idx"": 845}]","[{""word"": ""決肉"", ""reading"": ""けつにく"", ""meaning"": ""(non-word)""}, {""word"": ""決茶"", ""reading"": ""けつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""決油"", ""reading"": ""けつゆ"", ""meaning"": ""(non-word)""}]",5,Actions,decide; fix; agree upon; appoint,水,氵 人 大 二 ユ,7,false
301,宿,"[{""idx"": 748}, {""idx"": 846}, {""idx"": 813}]","[{""word"": ""宿肉"", ""reading"": ""しゅくにく"", ""meaning"": ""(non-word)""}, {""word"": ""宿茶"", ""reading"": ""しゅくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""宿油"", ""reading"": ""しゅくゆ"", ""meaning"": ""(non-word)""}]",5,City,inn; lodging; relay station; dwell; lodge; be pregnant; home; dwelling,宀,亻 白 宀,11,false
302,結,"[{""idx"": 847}, {""idx"": 353}]","[{""word"": ""結肉"", ""reading"": ""けつにく"", ""meaning"": ""(non-word)""}, {""word"": ""結茶"", ""reading"": ""けつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""結油"", ""reading"": ""けつゆ"", ""meaning"": ""(non-word)""}]",5,Actions,tie; bind; contract; join; organize; do up hair; fasten,糸,口 士 糸 幺 小,12,false
303,実,"[{""idx"": 848}, {""idx"": 755}, {""idx"": 354}, {""idx"": 849}]","[{""word"": ""実肉"", ""reading"": ""じつにく"", ""meaning"": ""(non-word)""}, {""word"": ""実茶"", ""reading"": ""じつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""実油"", ""reading"": ""じつゆ"", ""meaning"": ""(non-word)""}]",5,Nature,reality; truth; seed; fruit; nut,宀,士 大 宀,8,false
304,授,"[{""idx"": 781}, {""idx"": 850}]","[{""word"": ""授肉"", ""reading"": ""じゅにく"", ""meaning"": ""(non-word)""}, {""word"": ""授茶"", ""reading"": ""じゅちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""授油"", ""reading"": ""じゅゆ"", ""meaning"": ""(non-word)""}]",5,Learning,impart; instruct; grant; confer,手,爪 又 冖 扌,11,false
305,冷,"[{""idx"": 851}, {""idx"": 852}, {""idx"": 365}]","[{""word"": ""冷肉"", ""reading"": ""れいにく"", ""meaning"": ""(non-word)""}, {""word"": ""冷茶"", ""reading"": ""れいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""冷油"", ""reading"": ""れいゆ"", ""meaning"": ""(non-word)""}]",5,Descriptives,"cool; cold (beer, person); chill",冫,𠆢 冫 卩 一,7,false
306,卒,"[{""idx"": 782}]","[{""word"": ""卒肉"", ""reading"": ""そつにく"", ""meaning"": ""(non-word)""}, {""word"": ""卒茶"", ""reading"": ""そつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""卒油"", ""reading"": ""そつゆ"", ""meaning"": ""(non-word)""}]",5,Learning,graduate; soldier; private; die,十,十 人 亠,8,false
307,犬,"[{""idx"": 857}, {""idx"": 858}, {""idx"": 859}]","[{""word"": ""犬肉"", ""reading"": ""けんにく"", ""meaning"": ""(non-word)""}, {""word"": ""犬茶"", ""reading"": ""けんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""犬油"", ""reading"": ""けんゆ"", ""meaning"": ""(non-word)""}]",6,Nature,dog,犬,犬 大 丶,4,false
308,猫,"[{""idx"": 860}, {""idx"": 861}, {""idx"": 862}]","[{""word"": ""猫肉"", ""reading"": ""びょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""猫茶"", ""reading"": ""びょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""猫油"", ""reading"": ""びょうゆ"", ""meaning"": ""(non-word)""}]",6,Nature,cat,犬,田 犭 艹,11,false
309,楽,"[{""idx"": 863}, {""idx"": 864}, {""idx"": 865}, {""idx"": 866}]","[{""word"": ""楽肉"", ""reading"": ""がくにく"", ""meaning"": ""(non-word)""}, {""word"": ""楽茶"", ""reading"": ""がくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""楽油"", ""reading"": ""がくゆ"", ""meaning"": ""(non-word)""}]",6,Descriptives,music; comfort; ease,木,白 木 冫,13,false
310,寝,"[{""idx"": 867}, {""idx"": 868}, {""idx"": 869}, {""idx"": 870}]","[{""word"": ""寝肉"", ""reading"": ""しんにく"", ""meaning"": ""(non-word)""}, {""word"": ""寝茶"", ""reading"": ""しんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""寝油"", ""reading"": ""しんゆ"", ""meaning"": ""(non-word)""}]",6,Actions,lie down; sleep; rest; bed; remain unsold,宀,ヨ 又 冖 宀 爿,13,false
311,遊,"[{""idx"": 871}, {""idx"": 872}, {""idx"": 873}, {""idx"": 874}]","[{""word"": ""遊肉"", ""reading"": ""ゆうにく"", ""meaning"": ""(non-word)""}, {""word"": ""遊茶"", ""reading"": ""ゆうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""遊油"", ""reading"": ""ゆうゆ"", ""meaning"": ""(non-word)""}]",6,Actions,play,辵,辶 子 方 𠂉,12,false
312,顔,"[{""idx"": 875}, {""idx"": 876}, {""idx"": 877}]","[{""word"": ""顔肉"", ""reading"": ""がんにく"", ""meaning"": ""(non-word)""}, {""word"": ""顔茶"", ""reading"": ""がんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""顔油"", ""reading"": ""がんゆ"", ""meaning"": ""(non-word)""}]",6,Body,face; expression,頁,貝 目 ハ 頁 立 亠 厂 彡,18,false
313,声,"[{""idx"": 878}, {""idx"": 879}, {""idx"": 880}, {""idx"": 881}]","[{""word"": ""声肉"", ""reading"": ""せいにく"", ""meaning"": ""(non-word)""}, {""word"": ""声茶"", ""reading"": ""せいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""声油"", ""reading"": ""せいゆ"", ""meaning"": ""(non-word)""}]",6,Body,voice,士,士 尸,7,false
314,痛,"[{""idx"": 882}, {""idx"": 883}, {""idx"": 884}]","[{""word"": ""痛肉"", ""reading"": ""つうにく"", ""meaning"": ""(non-word)""}, {""word"": ""痛茶"", ""reading"": ""つうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""痛油"", ""reading"": ""つうゆ"", ""meaning"": ""(non-word)""}]",6,Body,pain; hurt; damage; bruise,疒,用 疒 マ,12,false
315,寒,"[{""idx"": 885}, {""idx"": 886}, {""idx"": 887}]","[{""word"": ""寒肉"", ""reading"": ""かんにく"", ""meaning"": ""(non-word)""}, {""word"": ""寒茶"", ""reading"": ""かんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""寒油"", ""reading"": ""かんゆ"", ""meaning"": ""(non-word)""}]",6,Descriptives,cold,宀,一 ハ 宀 丶 井,12,false
316,暑,"[{""idx"": 888}, {""idx"": 889}]","[{""word"": ""暑肉"", ""reading"": ""しょにく"", ""meaning"": ""(non-word)""}, {""word"": ""暑茶"", ""reading"": ""しょちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""暑油"", ""reading"": ""しょゆ"", ""meaning"": ""(non-word)""}]",6,Descriptives,sultry; hot; summer heat,日,日 耂,12,false
